strain	sex	animal_id	age	grip_strength_g
C57BL/6J	f	00068AF373	18	105
C57BL/6J	f	00068B2AA4	18	109
C57BL/6J	f	00068B1762	18	117
C57BL/6J	f	00068B0F28	18	120
C57BL/6J	m	00068B2371	18	105
C57BL/6J	m	00068B154D	18	110
C57BL/6J	m	00068B257C	18	112
C57BL/6J	m	00068B00E5	18	114
C57BL/6J	m	00068B06F9	18	117
C57BL/6J	m	00068B2292	18	122
C57BL/6J	m	00068AF61C	18	131
C57BL/6J	m	00068AF0EE	18	133
C57BLKS/J	f	SC-2052	18	89.7
C57BLKS/J	f	00068B0F9C	18	91
C57BLKS/J	f	SC-2053	18	92
C57BLKS/J	f	00069a0352	18	95
C57BLKS/J	f	00069a0965	18	95.7
C57BLKS/J	f	00068D3533	18	98.3
C57BLKS/J	f	00068B0D03	18	102
C57BLKS/J	f	00068AFAB3	18	108
C57BLKS/J	f	00068B0352	18	111
C57BLKS/J	f	00068AF4FF	18	115
C57BLKS/J	f	00068D4258	18	117
C57BLKS/J	f	00069a0555	18	117
C57BLKS/J	m	000699fb40	18	93.3
C57BLKS/J	m	00069a22a7	18	94.7
C57BLKS/J	m	00069a0af2	18	96.3
C57BLKS/J	m	000699fa54	18	100
C57BLKS/J	m	00069a2aa7	18	100
C57BLKS/J	m	00069a16dc	18	110
C57BLKS/J	m	00069a09dc	18	125
C57BLKS/J	m	00069a2532	18	126
C57BR/cdJ	f	00068B19CA	18	74
C57BR/cdJ	f	00068B09C0	18	81.3
C57BR/cdJ	f	00068AFD6A	18	107
C57BR/cdJ	f	00068B2624	18	113
C57BR/cdJ	f	00068AF93E	18	130
C57BR/cdJ	f	00068AF129	18	135
C57BR/cdJ	f	00068AFE3F	18	135
C57BR/cdJ	m	00068B14AB	18	91
C57BR/cdJ	m	00068B2080	18	91.7
C57BR/cdJ	m	00068B086C	18	100
C57BR/cdJ	m	00068B2A55	18	101
C57BR/cdJ	m	00068AFFFD	18	102
C57BR/cdJ	m	00068AFEBD	18	107
C57BR/cdJ	m	00068AF200	18	139
C57L/J	f	00068CDFDB	18	95.3
C57L/J	f	00068CEB08	18	107
C57L/J	f	00068CFB04	18	109
C57L/J	f	00068B074E	18	112
C57L/J	f	00068AFDB4	18	115
C57L/J	f	00068CF2B6	18	115
C57L/J	f	00068D14A6	18	115
C57L/J	f	00068CED3E	18	124
C57L/J	m	00068CF428	18	106
C57L/J	m	00068B0AB6	18	109
C57L/J	m	00068CFE70	18	119
C57L/J	m	00068D3832	18	120
C57L/J	m	00068CEF7F	18	136
C57L/J	m	00068D07F9	18	142
CAST/EiJ	f	00068D210A	18	72
CAST/EiJ	f	00068CD826	18	77.7
CAST/EiJ	f	00069a1b86	18	80.3
CAST/EiJ	f	00069a22ff	18	81.3
CAST/EiJ	f	00069a072e	18	86.3
CAST/EiJ	f	00069a026d	18	87.7
CAST/EiJ	f	00068CE182	18	92.7
CAST/EiJ	f	00069a0297	18	95.3
CAST/EiJ	f	00069a17a3	18	102
CAST/EiJ	f	000699f644	18	118
CBA/J	m	000699fff5	18	98
CBA/J	m	00069a2231	18	100
CBA/J	m	00069a2135	18	102
CBA/J	m	SC-2523	18	106
CBA/J	m	SC-2521	18	110
CBA/J	m	SC-2522	18	124
DBA/2J	m	SC-2671	18	94.7
DBA/2J	m	00069a1e02	18	101
DBA/2J	m	SC-2672	18	103
DBA/2J	m	00069a1e71	18	114
DBA/2J	m	00069a2599	18	116
DBA/2J	m	000699f648	18	118
DBA/2J	m	000699f58b	18	120
DBA/2J	m	000699fc25	18	125
FVB/NJ	f	SC-2812	18	80.3
FVB/NJ	f	SC-2811	18	85.7
FVB/NJ	f	SC-2814	18	88.3
FVB/NJ	f	SC-2815	18	89.7
FVB/NJ	f	SC-2816	18	94
FVB/NJ	f	SC-2817	18	94.7
FVB/NJ	m	00068D0C81	18	88.7
FVB/NJ	m	00068B051D	18	95.7
FVB/NJ	m	00068CE9F7	18	97.3
FVB/NJ	m	00068B2486	18	102
FVB/NJ	m	00068B29D4	18	102
FVB/NJ	m	00069a1f64	18	103
FVB/NJ	m	00069a134e	18	104
FVB/NJ	m	00069a2720	18	107
FVB/NJ	m	00069a1123	18	109
FVB/NJ	m	00068ce07b	18	111
FVB/NJ	m	000699fe9a	18	128
FVB/NJ	m	00068CDB66	18	132
FVB/NJ	m	00068AFF29	18	136
FVB/NJ	m	00068AF281	18	140
KK/HlJ	f	00069a1086	18	83.7
KK/HlJ	f	00068D042E	18	93.7
KK/HlJ	f	00069a26cd	18	97.7
KK/HlJ	f	00068D2DEA	18	111
KK/HlJ	f	00068D4A75	18	113
KK/HlJ	f	00069a1911	18	114
KK/HlJ	f	00068D0875	18	117
KK/HlJ	f	00068CEDDD	18	118
KK/HlJ	m	SC-5462	18	77.3
KK/HlJ	m	SC-5464	18	87
KK/HlJ	m	SC-5468	18	87.7
KK/HlJ	m	00068CE6FA	18	101
KK/HlJ	m	00068CEA69	18	105
KK/HlJ	m	00068D00AB	18	129
KK/HlJ	m	00068CD8AD	18	131
LP/J	f	00068D03C8	18	102
LP/J	f	00069a0ae7	18	111
LP/J	f	00069a2a49	18	111
LP/J	f	00069a1961	18	118
LP/J	f	SC-3105	18	121
LP/J	f	00069a2746	18	128
LP/J	m	00068AFE37	18	123
LP/J	m	00068B1FC5	18	130
LP/J	m	00068B2AD2	18	134
LP/J	m	00068AF905	18	135
LP/J	m	00068B2984	18	135
LP/J	m	00068AF5FC	18	136
LP/J	m	00068B0661	18	137
LP/J	m	00068B00DF	18	140
MRL/MpJ	f	00068B14C4	18	96
MRL/MpJ	f	SC-3219	18	112
MRL/MpJ	f	SC-3225	18	114
MRL/MpJ	f	00068B1D39	18	119
MRL/MpJ	f	SC-3217	18	127
MRL/MpJ	f	SC-3223	18	127
MRL/MpJ	f	00068B23FF	18	134
MRL/MpJ	m	00068CE339	18	99
MRL/MpJ	m	00068D09C6	18	113
MRL/MpJ	m	00068CFB9E	18	123
MRL/MpJ	m	00068CFA47	18	127
MRL/MpJ	m	00068D04BF	18	129
MRL/MpJ	m	00068CEBC1	18	131
MRL/MpJ	m	00068CF2AD	18	137
NOD.B10Sn-H2<b>/J	f	000699fd7a	18	105
NOD.B10Sn-H2<b>/J	f	SC-3399	18	106
NOD.B10Sn-H2<b>/J	f	SC-3397	18	108
NOD.B10Sn-H2<b>/J	f	SC-6761	18	113
NOD.B10Sn-H2<b>/J	f	SC-3398	18	114
NOD.B10Sn-H2<b>/J	f	00069a1789	18	115
NOD.B10Sn-H2<b>/J	f	000699fadd	18	119
NOD.B10Sn-H2<b>/J	f	SC-6760	18	119
NOD.B10Sn-H2<b>/J	f	SC-6759	18	124
NOD.B10Sn-H2<b>/J	f	SC-6762	18	126
NOD.B10Sn-H2<b>/J	m	00069a0f3d	18	101
NOD.B10Sn-H2<b>/J	m	000699f917	18	113
NOD.B10Sn-H2<b>/J	m	00069a11ee	18	115
NOD.B10Sn-H2<b>/J	m	00069a0465	18	118
NOD.B10Sn-H2<b>/J	m	00069a1459	18	118
NOD.B10Sn-H2<b>/J	m	00069a2942	18	125
NOD.B10Sn-H2<b>/J	m	00069a048f	18	131
NOD.B10Sn-H2<b>/J	m	00069a1ef4	18	133
NOD.B10Sn-H2<b>/J	m	00069a2ad4	18	133
NON/ShiLtJ	f	00068B041C	18	64.3
NON/ShiLtJ	f	00068B05C1	18	66.3
NON/ShiLtJ	f	00068B0A1B	18	67
NON/ShiLtJ	f	00068B2344	18	93
NON/ShiLtJ	f	00068AFC77	18	98.3
NON/ShiLtJ	f	00068AFD06	18	98.7
NON/ShiLtJ	f	00068B225A	18	106
NON/ShiLtJ	f	00068B16AD	18	117
NON/ShiLtJ	m	00068AFEF0	18	113
NON/ShiLtJ	m	00068B29F4	18	116
NON/ShiLtJ	m	00068AFD93	18	120
NON/ShiLtJ	m	00068B0F85	18	123
NON/ShiLtJ	m	00068B2835	18	124
NON/ShiLtJ	m	00068B2223	18	132
NON/ShiLtJ	m	00068B1DED	18	136
NON/ShiLtJ	m	00068AF8B6	18	137
NZO/HlLtJ	f	000699f5af	18	96
NZO/HlLtJ	f	000699fd1f	18	96.3
NZO/HlLtJ	f	00068CEF36	18	104
NZO/HlLtJ	f	00068B1A43	18	113
NZO/HlLtJ	f	00068B2001	18	115
NZO/HlLtJ	f	00068AF8BF	18	116
NZO/HlLtJ	f	SC-6210	18	116
NZO/HlLtJ	m	00068B2653	18	95.7
NZO/HlLtJ	m	00068D08D7	18	107
NZO/HlLtJ	m	00068B2B93	18	109
NZO/HlLtJ	m	000699ffed	18	109
NZO/HlLtJ	m	00069a190f	18	115
NZO/HlLtJ	m	00069a283a	18	115
NZO/HlLtJ	m	00068D1A2D	18	120
NZW/LacJ	f	SC-3792	18	104
NZW/LacJ	f	SC-3777	18	105
NZW/LacJ	f	SC-3779	18	105
NZW/LacJ	f	SC-3795	18	107
NZW/LacJ	f	SC-3796	18	107
NZW/LacJ	f	SC-3775	18	108
NZW/LacJ	f	SC-3778	18	108
NZW/LacJ	f	SC-3794	18	112
NZW/LacJ	f	SC-3776	18	114
NZW/LacJ	f	SC-3791	18	117
NZW/LacJ	m	00068CE345	18	111
NZW/LacJ	m	00068D1391	18	113
NZW/LacJ	m	00068CF88F	18	116
NZW/LacJ	m	00068D0A5F	18	117
NZW/LacJ	m	00068AFC21	18	120
NZW/LacJ	m	00068CD8D9	18	120
NZW/LacJ	m	00068B190A	18	121
NZW/LacJ	m	00068D22F7	18	121
P/J	f	000699fb09	18	98
P/J	f	00069a1eb2	18	108
P/J	f	SC-5404	18	115
P/J	f	SC-5403	18	119
P/J	f	00069a1c2e	18	123
P/J	f	00069a2f2a	18	129
P/J	m	SC-3907	18	122
P/J	m	00069a0395	18	123
P/J	m	00069a12a4	18	135
P/J	m	00069a0769	18	136
P/J	m	SC-3896	18	145
P/J	m	SC-3906	18	146
P/J	m	SC-3897	18	147
P/J	m	SC-3905	18	154
PL/J	f	SC-5792	18	76.3
PL/J	f	SC-5791	18	90
PL/J	f	SC-5797	18	92.7
PL/J	f	SC-5799	18	97.7
PL/J	f	SC-5801	18	97.7
PL/J	f	SC-5783	18	98.3
PL/J	m	00068B1B20	18	62.7
PL/J	m	000699fe25	18	86.3
PL/J	m	00068B1B22	18	90.7
PL/J	m	00068B26C2	18	92
PL/J	m	00069a28e7	18	94.7
PL/J	m	00068B0F08	18	96
PL/J	m	00068B0CB1	18	112
PWD/PhJ	f	00068B0566	18	69
PWD/PhJ	f	00068B12F3	18	71.3
PWD/PhJ	f	00068B1BC7	18	75.7
PWD/PhJ	f	00068AFCFB	18	77.3
PWD/PhJ	f	00068B0AF6	18	78.3
PWD/PhJ	f	00068B1B91	18	80.7
PWD/PhJ	f	00068B1DFA	18	91
PWD/PhJ	m	00068AFDC2	18	60.7
PWD/PhJ	m	00068AFF07	18	72
PWD/PhJ	m	00068B2AE6	18	73.7
PWD/PhJ	m	00068D3980	18	74
PWD/PhJ	m	00068AF3DA	18	94.7
PWD/PhJ	m	00068AF292	18	124
RIIIS/J	f	00068CF87E	18	87
RIIIS/J	f	00068CF640	18	89.3
RIIIS/J	f	00068D1290	18	94.3
RIIIS/J	f	00068D19CA	18	107
RIIIS/J	f	00068CDB05	18	113
RIIIS/J	f	00068D1485	18	115
RIIIS/J	f	00068D286F	18	118
RIIIS/J	m	00068CD5AD	18	107
RIIIS/J	m	00068CDF1F	18	112
RIIIS/J	m	00068D0B28	18	112
RIIIS/J	m	00068D12DA	18	115
RIIIS/J	m	00068AF20F	18	116
RIIIS/J	m	00068D0F07	18	119
RIIIS/J	m	00068D1383	18	123
RIIIS/J	m	00068D0FCA	18	125
SJL/J	f	00068B10F5	18	74.7
SJL/J	f	00068B0499	18	95.7
SJL/J	f	SC-4463	18	97.3
SJL/J	f	00068CDA07	18	105
SJL/J	f	SC-4461	18	108
SJL/J	f	SC-4462	18	120
SJL/J	m	SC-4407	18	64.3
SJL/J	m	SC-4408	18	87
SJL/J	m	00068AF5CD	18	96.7
SJL/J	m	SC-8314	18	99.7
SM/J	f	00068B14A6	18	84.3
SM/J	f	00069a1457	18	96.3
SM/J	f	00068B26BD	18	102
SM/J	f	00068B1C21	18	105
SM/J	f	00068B2710	18	111
SM/J	f	00068B1688	18	118
SM/J	f	00069a274a	18	126
SM/J	f	00068AF383	18	134
SM/J	m	SC-6855	18	93
SM/J	m	SC-6851	18	101
SM/J	m	SC-6856	18	101
SM/J	m	SC-6853	18	102
SM/J	m	SC-6854	18	103
SM/J	m	SC-6838	18	110
SWR/J	f	00068AFDAE	18	77.3
SWR/J	f	00068B2BFE	18	93
SWR/J	f	00068B219E	18	100
SWR/J	f	00068B2C25	18	101
SWR/J	f	00068AFB8D	18	103
SWR/J	f	00068B0411	18	104
SWR/J	f	00068B0225	18	110
SWR/J	m	00068B1107	18	79.3
SWR/J	m	SC-6177	18	93.3
SWR/J	m	00068B08FC	18	96.3
SWR/J	m	00068B1CA4	18	98.7
SWR/J	m	00068AF9C4	18	102
SWR/J	m	00068B19A7	18	106
SWR/J	m	SC-4705	18	109
SWR/J	m	SC-4704	18	123
WSB/EiJ	f	00069A0311	18	89.3
WSB/EiJ	f	00069a114c	18	90
WSB/EiJ	f	00069a155e	18	92
WSB/EiJ	f	00069a1e34	18	94
WSB/EiJ	f	00069a1a9c	18	97.3
WSB/EiJ	f	00069a3118	18	97.3
WSB/EiJ	f	00069a2efc	18	102
WSB/EiJ	m	00069a1de3	18	81.7
WSB/EiJ	m	00069a189a	18	84
WSB/EiJ	m	000699ffb0	18	91
WSB/EiJ	m	00069a02d0	18	92.3
WSB/EiJ	m	00069a241b	18	96.7
WSB/EiJ	m	00069a112d	18	102
WSB/EiJ	m	00069a2407	18	104
129S1/SvImJ	f	SC-789	24	110
129S1/SvImJ	f	SC-788	24	111
129S1/SvImJ	f	SC-790	24	111
129S1/SvImJ	f	00069a2fbe	24	112
129S1/SvImJ	f	00069a25e0	24	113
129S1/SvImJ	f	00069a2c42	24	121
129S1/SvImJ	f	000699fef2	24	123
129S1/SvImJ	m	SC-796	24	104
129S1/SvImJ	m	SC-798	24	108
129S1/SvImJ	m	SC-794	24	109
129S1/SvImJ	m	SC-797	24	109
129S1/SvImJ	m	SC-795	24	112
129S1/SvImJ	m	SC-793	24	117
A/J	f	000699fbd3	24	55.3
A/J	f	00069a0cc6	24	72.3
A/J	f	00069a184f	24	76.7
A/J	f	00069a0f64	24	97.7
A/J	f	SC-854	24	97.7
A/J	f	00068AFA4E	24	98.7
A/J	f	00069a2293	24	98.7
A/J	f	SC-857	24	102
A/J	f	SC-852	24	107
A/J	f	SC-858	24	109
A/J	f	00069a1956	24	119
A/J	m	SC-881	24	94.7
A/J	m	00068D3006	24	99.3
A/J	m	00068D4236	24	114
A/J	m	00068D4362	24	117
BALB/cByJ	f	SC-1164	24	119
BALB/cByJ	f	SC-1157	24	127
BALB/cByJ	f	00068B2436	24	129
BALB/cByJ	f	00068B0D22	24	130
BALB/cByJ	f	00068B0508	24	131
BALB/cByJ	f	00068B0A4C	24	131
BALB/cByJ	f	00068B260F	24	137
BALB/cByJ	m	00068CF5B6	24	99.3
BALB/cByJ	m	00068D2C59	24	115
BALB/cByJ	m	00068AFE4B	24	120
BALB/cByJ	m	SC-6102	24	134
BALB/cByJ	m	SC-6101	24	137
BALB/cByJ	m	SC-6100	24	140
BALB/cByJ	m	SC-6103	24	143
BTBR T+ tf/J	f	000699f7e4	24	117
BTBR T+ tf/J	f	SC-1224	24	137
BTBR T+ tf/J	f	SC-1240	24	142
BTBR T+ tf/J	m	SC-5501	24	98.3
BTBR T+ tf/J	m	00068B1E2C	24	111
BTBR T+ tf/J	m	00069a1066	24	113
BTBR T+ tf/J	m	SC-5502	24	114
BTBR T+ tf/J	m	SC-5506	24	117
BTBR T+ tf/J	m	00068B0DF5	24	119
BTBR T+ tf/J	m	00069a17ff	24	129
BUB/BnJ	f	00069a2ea4	24	76.7
BUB/BnJ	f	SC-4991	24	77
BUB/BnJ	f	00069a2652	24	83.3
BUB/BnJ	f	00069a1fa6	24	86.7
BUB/BnJ	f	00069a21e5	24	106
BUB/BnJ	m	00068AF246	24	103
BUB/BnJ	m	00069a24e6	24	110
BUB/BnJ	m	00068B0D9B	24	112
BUB/BnJ	m	SC-5920	24	112
BUB/BnJ	m	00068AF767	24	113
BUB/BnJ	m	00069a201b	24	114
C3H/HeJ	f	00068B143D	24	79.3
C3H/HeJ	f	00068B0130	24	81.7
C3H/HeJ	f	00068B12C0	24	90.7
C3H/HeJ	f	00068B1ED4	24	91.7
C3H/HeJ	f	00068B298D	24	94.7
C3H/HeJ	f	00068B20CD	24	101
C3H/HeJ	f	00068B1E00	24	106
C3H/HeJ	f	00068B0291	24	107
C3H/HeJ	m	00068B23CE	24	64
C3H/HeJ	m	00068CFCC0	24	77
C3H/HeJ	m	00068B0593	24	92.7
C3H/HeJ	m	00068AF725	24	94.3
C3H/HeJ	m	00068AFAEB	24	95
C3H/HeJ	m	00068CF8A3	24	96.7
C3H/HeJ	m	00068B04AC	24	100
C57BL/10J	f	00068CD932	24	61.7
C57BL/10J	f	00068B1698	24	81.7
C57BL/10J	f	00068AF8D1	24	93
C57BL/10J	f	00068D4378	24	97.3
C57BL/10J	f	00068D0695	24	100
C57BL/10J	f	00068B22E9	24	101
C57BL/10J	f	00068B1530	24	106
C57BL/10J	f	00068AF9A3	24	127
C57BL/10J	m	00068B26BC	24	51
C57BL/10J	m	00068B2611	24	71
C57BL/10J	m	00068B1A3B	24	72
C57BL/10J	m	00068B21B9	24	91.3
C57BL/10J	m	00068AF118	24	92
C57BL/10J	m	SC-6556	24	114
C57BL/10J	m	SC-6553	24	115
C57BL/6J	f	00068B0104	24	78.7
C57BL/6J	f	SC-6494	24	89
C57BL/6J	f	00068AF373	24	89.7
C57BL/6J	f	00068B0F28	24	91.7
C57BL/6J	f	00068B0ECA	24	93
C57BL/6J	f	00068B1762	24	98
C57BL/6J	f	00068B159B	24	98.7
C57BL/6J	f	SC-6495	24	106
C57BL/6J	f	SC-6493	24	108
C57BL/6J	m	SC-6546	24	84.3
C57BL/6J	m	SC-6528	24	94
C57BL/6J	m	00068AF61C	24	98.7
C57BL/6J	m	00068B00E5	24	101
C57BL/6J	m	SC-6541	24	101
C57BL/6J	m	00068B06F9	24	102
C57BL/6J	m	00068AF0EE	24	103
C57BL/6J	m	SC-6526	24	110
C57BL/6J	m	SC-6527	24	112
C57BL/6J	m	SC-6540	24	112
C57BL/6J	m	00068B257C	24	117
C57BLKS/J	f	00069a0965	24	91
C57BLKS/J	f	00069a0352	24	93
C57BLKS/J	f	00069a0555	24	98
C57BLKS/J	f	00068B0F9C	24	98.3
C57BLKS/J	f	00068B0352	24	103
C57BLKS/J	f	00068AF4FF	24	104
C57BLKS/J	f	00068B0D03	24	104
C57BLKS/J	f	00068AFAB3	24	106
C57BLKS/J	m	SC-2088	24	81.7
C57BLKS/J	m	00068B1E6E	24	86.7
C57BLKS/J	m	00068AFBE6	24	87
C57BLKS/J	m	00068AF8A4	24	88.7
C57BLKS/J	m	SC-2083	24	88.7
C57BLKS/J	m	SC-2082	24	91
C57BLKS/J	m	SC-2086	24	103
C57BLKS/J	m	00068B0AEE	24	104
C57BLKS/J	m	00068B1CE6	24	104
C57BLKS/J	m	00068B1C11	24	105
C57BLKS/J	m	SC-2087	24	115
C57BR/cdJ	f	00068B2624	24	92
C57BR/cdJ	f	00068AF129	24	92.7
C57BR/cdJ	f	00068B09C0	24	94.3
C57BR/cdJ	f	00068AF93E	24	95.7
C57BR/cdJ	f	00068AFD6A	24	106
C57BR/cdJ	f	SC-4965	24	123
C57BR/cdJ	f	SC-4967	24	126
C57BR/cdJ	f	SC-4966	24	128
C57BR/cdJ	m	00068CDB50	24	57.3
C57BR/cdJ	m	00068B0BFC	24	106
C57BR/cdJ	m	00068CED44	24	114
C57BR/cdJ	m	00068CEF78	24	114
C57BR/cdJ	m	00068CD9D8	24	115
C57BR/cdJ	m	00068CFA66	24	115
C57BR/cdJ	m	00068D1DA1	24	117
C57L/J	f	SC-5255	24	81.3
C57L/J	f	SC-5254	24	82.3
C57L/J	f	SC-5256	24	86
C57L/J	f	SC-5257	24	90.7
C57L/J	f	00068CF2B6	24	102
C57L/J	f	00068CED3E	24	116
C57L/J	f	00068D14A6	24	131
C57L/J	f	00068B074E	24	139
C57L/J	m	SC-2389	24	89
C57L/J	m	SC-2390	24	94
C57L/J	m	SC-2391	24	101
C57L/J	m	00068CEF7F	24	103
C57L/J	m	00068CF428	24	109
C57L/J	m	00068D3832	24	109
C57L/J	m	00068D07F9	24	115
CAST/EiJ	f	000699f8e2	24	43
CAST/EiJ	f	00069a2c9d	24	63
CAST/EiJ	f	00068D210A	24	69.7
CBA/J	f	00068AF644	24	92.3
CBA/J	f	00068B28F4	24	92.3
CBA/J	f	00068B257A	24	93.3
CBA/J	f	00068AFD4F	24	97
CBA/J	f	00068B2145	24	101
CBA/J	f	00068AF6A5	24	104
CBA/J	f	00068AF6AC	24	104
CBA/J	f	00068B293E	24	117
CBA/J	m	SC-2582	24	91.3
CBA/J	m	00068B28DB	24	96
CBA/J	m	SC-2581	24	99.3
CBA/J	m	00068B0468	24	105
CBA/J	m	00068AF621	24	107
CBA/J	m	00068B00FB	24	108
CBA/J	m	00068B1933	24	108
DBA/2J	f	SC-2668	24	93.3
DBA/2J	f	00068d3033	24	93.7
DBA/2J	f	SC-6641	24	95
DBA/2J	f	SC-2669	24	98.7
DBA/2J	f	00068d0e8f	24	99.7
DBA/2J	f	SC-6642	24	106
DBA/2J	f	00068d1b42	24	112
DBA/2J	m	SC-2703	24	67.3
DBA/2J	m	SC-2704	24	70
DBA/2J	m	00069a2460	24	71.3
DBA/2J	m	SC-265	24	71.3
DBA/2J	m	00068B2987	24	71.7
DBA/2J	m	00069a2112	24	83
DBA/2J	m	00068AFBC0	24	107
DBA/2J	m	00068B0BE3	24	112
FVB/NJ	f	SC-2829	24	61.3
FVB/NJ	f	SC-2830	24	65
FVB/NJ	f	00068B14B6	24	71.3
FVB/NJ	f	SC-2831	24	82.7
FVB/NJ	f	00068B2732	24	94
FVB/NJ	f	00068AF08C	24	96
FVB/NJ	f	00068B1DB2	24	96
FVB/NJ	f	SC-2832	24	102
FVB/NJ	m	00069A1458	24	78
FVB/NJ	m	00068B1AF6	24	89
FVB/NJ	m	00069a310d	24	92.3
FVB/NJ	m	00068AF281	24	96.7
FVB/NJ	m	00068B1963	24	101
FVB/NJ	m	00069a134e	24	102
FVB/NJ	m	00068B2486	24	103
FVB/NJ	m	000699fe9a	24	115
LP/J	f	00068B0363	24	109
LP/J	f	00068CF39F	24	114
LP/J	f	00068B094E	24	118
LP/J	f	00068B14F7	24	120
LP/J	f	00068CEA71	24	127
LP/J	f	00068B006F	24	140
LP/J	m	00068B00DF	24	53.3
LP/J	m	00068B1FC5	24	95.3
LP/J	m	00068AFE37	24	95.7
LP/J	m	00068B2984	24	107
LP/J	m	00068AF5FC	24	109
LP/J	m	00068B0661	24	119
LP/J	m	00068B2AD2	24	119
MRL/MpJ	m	00069a1d0a	24	125
NOD.B10Sn-H2<b>/J	f	SC-3398	24	93.3
NOD.B10Sn-H2<b>/J	f	00069a2805	24	97.3
NOD.B10Sn-H2<b>/J	f	000699fd7a	24	102
NOD.B10Sn-H2<b>/J	f	00069a03f0	24	103
NOD.B10Sn-H2<b>/J	f	00069a159c	24	107
NOD.B10Sn-H2<b>/J	f	SC-3399	24	113
NOD.B10Sn-H2<b>/J	f	SC-3395	24	119
NOD.B10Sn-H2<b>/J	m	00069a0b8f	24	130
NOD.B10Sn-H2<b>/J	m	00069a0465	24	136
NOD.B10Sn-H2<b>/J	m	00069a1c5b	24	136
NOD.B10Sn-H2<b>/J	m	00069a1ef4	24	144
NOD.B10Sn-H2<b>/J	m	00069a0fef	24	151
NOD.B10Sn-H2<b>/J	m	00069a2942	24	152
NON/ShiLtJ	f	00068B16AD	24	49.3
NON/ShiLtJ	f	SC-3575	24	63.3
NON/ShiLtJ	f	SC-3576	24	69
NON/ShiLtJ	f	SC-3574	24	69.3
NON/ShiLtJ	f	00068AFD06	24	93
NON/ShiLtJ	f	00068B041C	24	93
NON/ShiLtJ	f	SC-3577	24	96.3
NON/ShiLtJ	f	00068B05C1	24	101
NON/ShiLtJ	m	00068B1DED	24	88.3
NON/ShiLtJ	m	00068AF8B6	24	105
NON/ShiLtJ	m	00068B2223	24	111
NON/ShiLtJ	m	00068AFD93	24	112
NON/ShiLtJ	m	00068B0F85	24	114
NON/ShiLtJ	m	00068B29F4	24	121
NZW/LacJ	f	SC-3847	24	94.7
NZW/LacJ	f	00068AFF83	24	97.7
NZW/LacJ	f	SC-3851	24	103
NZW/LacJ	f	00068AF715	24	110
NZW/LacJ	f	00068B02BF	24	116
NZW/LacJ	f	00068B1092	24	119
NZW/LacJ	f	SC-3850	24	119
NZW/LacJ	m	00066673c5	24	90
NZW/LacJ	m	000699fcf3	24	95.3
NZW/LacJ	m	00068B1B2D	24	100
NZW/LacJ	m	00068AF76A	24	101
NZW/LacJ	m	00068B1B7A	24	102
NZW/LacJ	m	00068B2C29	24	103
P/J	f	000699fb09	24	87.7
P/J	f	00069a1eb2	24	91
P/J	f	SC-5404	24	102
P/J	f	SC-6721	24	102
P/J	f	00069a2f2a	24	109
P/J	f	SC-6722	24	110
P/J	f	SC-6727	24	124
PL/J	m	000699fe25	24	82.3
PWD/PhJ	f	SC-4171	24	36.3
PWD/PhJ	f	00068AFCFB	24	61.3
PWD/PhJ	f	00068B12F3	24	62
PWD/PhJ	f	SC-4172	24	65.3
PWD/PhJ	f	SC-4170	24	67.3
PWD/PhJ	f	00068B0566	24	82
PWD/PhJ	f	00068B1DFA	24	100
PWD/PhJ	m	SC-6668	24	64.7
PWD/PhJ	m	SC-6666	24	65
PWD/PhJ	m	00068AFF07	24	67.7
PWD/PhJ	m	SC-6669	24	68.3
PWD/PhJ	m	SC-6667	24	83
PWD/PhJ	m	00068B2AE6	24	92.3
PWD/PhJ	m	00068AF292	24	98.3
RIIIS/J	f	00068CF87E	24	85.7
RIIIS/J	f	00068CDB05	24	89
RIIIS/J	f	00068D1485	24	90.3
RIIIS/J	f	00068D1290	24	103
RIIIS/J	f	00068D286F	24	104
RIIIS/J	f	00068D19CA	24	113
RIIIS/J	m	00068CD5AD	24	91.7
RIIIS/J	m	00068D1383	24	99.7
RIIIS/J	m	00068D0B28	24	100
RIIIS/J	m	00068D0F07	24	107
RIIIS/J	m	00068AF20F	24	110
RIIIS/J	m	00068CDF51	24	125
RIIIS/J	m	00068CE5D7	24	126
RIIIS/J	m	00068CDFAD	24	129
SJL/J	f	SC-4534	24	56
SJL/J	f	00068B0499	24	59.7
SJL/J	f	SC-6291	24	60
SJL/J	f	00068B10F5	24	70.3
SJL/J	f	SC-4540	24	74
SJL/J	f	SC-4525	24	90.7
SJL/J	m	SC-6624	24	75.7
SJL/J	m	SC-6256	24	84.3
SJL/J	m	000699f596	24	88.7
SJL/J	m	SC-6616	24	94
SM/J	f	SC-4588	24	89
SM/J	f	SC-5547	24	93.3
SM/J	f	SC-4580	24	97
SM/J	f	SC-6780	24	100
SM/J	f	SC-4576	24	102
SM/J	f	SC-4583	24	106
SM/J	f	SC-6781	24	122
SM/J	m	00069a05ac	24	89
SM/J	m	00069a09a3	24	89.7
SM/J	m	00069a2dac	24	92
SM/J	m	00069a17b1	24	93.3
SM/J	m	000699f592	24	108
SM/J	m	00069a0e8f	24	108
SM/J	m	000699fee8	24	110
SWR/J	f	SC-4816	24	67.3
SWR/J	f	SC-4819	24	67.7
SWR/J	f	SC-4818	24	68
SWR/J	f	00068B0225	24	75
