strain	sex	animal_id	lifespan_days	censor
SM/J	f	00068cf22f	712	0
SM/J	f	00068cf4f2	860	0
SM/J	f	00068d0126	791	0
SM/J	f	00068d0357	650	0
SM/J	f	00068d3b73	956	0
SM/J	f	00068d4b93	692	0
SM/J	f	00069a1457	689	0
SM/J	f	00069a274a	759	0
SM/J	m	540	301	0
SM/J	m	541	272	0
SM/J	m	542	272	0
SM/J	m	543	602	0
SM/J	m	00068AF9C5	757	0
SM/J	m	00068AFEFF	847	0
SM/J	m	00068B052D	523	0
SM/J	m	00068B0774	730	0
SM/J	m	00068B16A1	868	0
SM/J	m	00068B18C8	691	0
SM/J	m	00068B1F40	523	0
SM/J	m	00068B2105	800	0
SM/J	m	00068cd711	783	0
SM/J	m	00068cd755	804	0
SM/J	m	00068cdae0	832	0
SM/J	m	00068ce37e	755	0
SM/J	m	00068ce862	741	0
SM/J	m	00068ce9a3	670	0
SM/J	m	00068ceaa6	798	0
SM/J	m	00068cf8c7	875	0
SM/J	m	00068cfa36	798	0
SM/J	m	00068cfef1	825	0
SM/J	m	00068d2a67	833	0
SM/J	m	00068d31de	818	0
SM/J	m	00068d396e	783	0
SM/J	m	000699f592	881	0
SM/J	m	000699fee8	775	1
SM/J	m	00069a05ac	775	0
SM/J	m	00069a09a3	770	0
SM/J	m	00069a0e8f	867	0
SM/J	m	00069a17b1	896	0
SM/J	m	00069a2dac	853	0
SWR/J	f	544	233	0
SWR/J	f	545	338	0
SWR/J	f	546	338	0
SWR/J	f	547	791	0
SWR/J	f	548	654	0
SWR/J	f	549	785	0
SWR/J	f	550	812	0
SWR/J	f	551	854	0
SWR/J	f	552	374	0
SWR/J	f	553	619	0
SWR/J	f	554	624	0
SWR/J	f	555	942	0
SWR/J	f	00068af2bf	548	0
SWR/J	f	00068af39b	610	0
SWR/J	f	00068af551	977	0
SWR/J	f	00068AF599	423	0
SWR/J	f	00068AFD73	505	0
SWR/J	f	00068B0225	743	0
SWR/J	f	00068b0492	343	0
SWR/J	f	00068B0C93	672	0
SWR/J	f	00068B0F40	714	0
SWR/J	f	00068b109f	847	0
SWR/J	f	00068B1236	909	0
SWR/J	f	00068b12ff	548	1
SWR/J	f	00068B1832	274	0
SWR/J	f	00068B1C6A	689	0
SWR/J	f	00068B1D16	526	0
SWR/J	f	00068b1e29	931	0
SWR/J	f	00068B219E	617	0
SWR/J	f	00068B2618	571	0
SWR/J	f	00068b2994	714	0
SWR/J	f	00068B2BFE	886	0
SWR/J	m	556	387	0
SWR/J	m	557	812	0
SWR/J	m	558	862	0
SWR/J	m	559	904	0
SWR/J	m	560	226	0
SWR/J	m	561	273	0
SWR/J	m	562	366	0
SWR/J	m	563	988	0
SWR/J	m	564	589	0
SWR/J	m	565	710	0
SWR/J	m	566	710	0
SWR/J	m	567	973	0
SWR/J	m	568	294	0
SWR/J	m	569	701	0
SWR/J	m	570	841	0
SWR/J	m	571	931	0
SWR/J	m	572	498	0
SWR/J	m	573	233	0
SWR/J	m	574	726	0
SWR/J	m	575	805	0
SWR/J	m	576	841	0
SWR/J	m	577	338	0
SWR/J	m	578	553	0
SWR/J	m	579	911	0
SWR/J	m	580	1017	0
SWR/J	m	00068AF141	350	0
SWR/J	m	00068AFEB7	1098	0
SWR/J	m	00068B17B7	350	0
SWR/J	m	00068B186F	411	0
SWR/J	m	00069a0841	800	0
SWR/J	m	00069a24e8	718	0
SWR/J	m	00069a2fff	752	0
WSB/EiJ	f	74	219	0
WSB/EiJ	f	75	219	0
WSB/EiJ	f	76	219	0
WSB/EiJ	f	77	671	0
WSB/EiJ	f	78	944	0
WSB/EiJ	f	79	1183	0
WSB/EiJ	f	80	1185	0
WSB/EiJ	f	81	328	0
WSB/EiJ	f	82	1175	0
WSB/EiJ	f	83	1217	0
WSB/EiJ	f	84	1217	0
WSB/EiJ	f	85	86	1
WSB/EiJ	f	581	244	0
WSB/EiJ	f	582	900	0
WSB/EiJ	f	583	1147	0
WSB/EiJ	f	584	617	0
WSB/EiJ	f	585	629	0
WSB/EiJ	f	586	813	0
WSB/EiJ	f	000689A1B67	1163	0
WSB/EiJ	f	000699FFC5	1178	0
WSB/EiJ	f	00069a0311	999	0
WSB/EiJ	f	00069a114c	1126	0
WSB/EiJ	f	00069A155E	866	0
WSB/EiJ	f	00069A16F6	1053	0
WSB/EiJ	f	00069a182c	1260	0
WSB/EiJ	f	00069A1A9C	772	0
WSB/EiJ	f	00069A1E34	722	0
WSB/EiJ	f	00069a21c1	1131	0
WSB/EiJ	f	00069A2C95	1276	0
WSB/EiJ	f	00069A2DDD	1053	0
WSB/EiJ	f	00069A2EFC	713	0
WSB/EiJ	f	00069A3118	964	0
WSB/EiJ	m	86	274	0
WSB/EiJ	m	587	202	0
WSB/EiJ	m	588	301	0
WSB/EiJ	m	589	261	0
WSB/EiJ	m	590	662	0
WSB/EiJ	m	591	662	0
WSB/EiJ	m	592	1005	0
WSB/EiJ	m	593	263	0
WSB/EiJ	m	594	390	0
WSB/EiJ	m	595	1091	0
WSB/EiJ	m	596	1214	0
WSB/EiJ	m	597	271	0
WSB/EiJ	m	598	274	0
WSB/EiJ	m	599	871	0
WSB/EiJ	m	600	1005	0
WSB/EiJ	m	000699F595	470	0
WSB/EiJ	m	000699f7d1	1050	0
WSB/EiJ	m	000699fc6e	725	0
WSB/EiJ	m	00069A02D0	744	0
WSB/EiJ	m	00069a0315	1125	0
WSB/EiJ	m	00069a09eb	1040	0
WSB/EiJ	m	00069a107a	1089	0
WSB/EiJ	m	00069a1222	1209	0
WSB/EiJ	m	00069A189A	1014	0
WSB/EiJ	m	00069A18D6	900	0
WSB/EiJ	m	00069A1DE3	778	0
WSB/EiJ	m	00069a217e	1232	0
WSB/EiJ	m	00069A2656	1138	0
WSB/EiJ	m	00069a293d	1284	0
WSB/EiJ	m	00069a2bc5	1110	0
WSB/EiJ	m	00069A2BDF	1021	0
WSB/EiJ	m	00069A2E55	1202	0
