strain	sex	animal_id	lifespan_days	censor
129S1/SvImJ	f	1	616	0
129S1/SvImJ	f	2	763	0
129S1/SvImJ	f	3	770	0
129S1/SvImJ	f	4	987	0
129S1/SvImJ	f	00068AF233	673	0
129S1/SvImJ	f	00068af31a	920	0
129S1/SvImJ	f	00068af597	680	0
129S1/SvImJ	f	00068AF6D7	483	0
129S1/SvImJ	f	00068afa62	821	0
129S1/SvImJ	f	00068afc4f	938	0
129S1/SvImJ	f	00068afc99	763	0
129S1/SvImJ	f	00068afed4	757	0
129S1/SvImJ	f	00068b0161	1099	0
129S1/SvImJ	f	00068b035d	869	0
129S1/SvImJ	f	00068b040f	637	0
129S1/SvImJ	f	00068B0443	651	0
129S1/SvImJ	f	00068B0CE6	1014	0
129S1/SvImJ	f	00068b1045	791	0
129S1/SvImJ	f	00068b105e	658	0
129S1/SvImJ	f	00068B1641	1014	0
129S1/SvImJ	f	00068b176e	576	0
129S1/SvImJ	f	00068b1871	729	0
129S1/SvImJ	f	00068B1CAD	518	0
129S1/SvImJ	f	00068b2073	897	0
129S1/SvImJ	f	00068b2098	819	0
129S1/SvImJ	f	00068b20a5	925	0
129S1/SvImJ	f	00068b26ed	547	0
129S1/SvImJ	f	00068B27AB	673	0
129S1/SvImJ	f	000699FEF2	861	0
129S1/SvImJ	f	00069A25E0	980	0
129S1/SvImJ	f	00069A2C42	938	0
129S1/SvImJ	f	00069A2FBE	830	0
129S1/SvImJ	m	87	708	0
129S1/SvImJ	m	88	717	0
129S1/SvImJ	m	89	857	0
129S1/SvImJ	m	90	1102	0
129S1/SvImJ	m	91	959	0
129S1/SvImJ	m	92	1021	0
129S1/SvImJ	m	93	1029	0
129S1/SvImJ	m	94	1050	0
129S1/SvImJ	m	00068AF16E	917	0
129S1/SvImJ	m	00068AF1B9	882	0
129S1/SvImJ	m	00068af2fc	798	0
129S1/SvImJ	m	00068AF575	925	0
129S1/SvImJ	m	00068AF614	919	0
129S1/SvImJ	m	00068af6c6	842	0
129S1/SvImJ	m	00068AFCAC	992	0
129S1/SvImJ	m	00068AFE5D	914	0
129S1/SvImJ	m	00068b072b	812	0
129S1/SvImJ	m	00068b07d5	1000	0
129S1/SvImJ	m	00068b0a37	1043	0
129S1/SvImJ	m	00068b0f14	708	0
129S1/SvImJ	m	00068B0F1C	1021	0
129S1/SvImJ	m	00068b10e0	876	0
129S1/SvImJ	m	00068b125b	534	0
129S1/SvImJ	m	00068B1E9D	857	0
129S1/SvImJ	m	00068CDE95	809	0
129S1/SvImJ	m	00068CDF96	856	0
129S1/SvImJ	m	00068CE196	778	0
129S1/SvImJ	m	00068CE500	659	0
129S1/SvImJ	m	00068D02B0	990	0
129S1/SvImJ	m	00068D0502	973	0
129S1/SvImJ	m	00068D135D	798	0
129S1/SvImJ	m	00068D42D3	749	0
A/J	f	95	534	0
A/J	f	96	373	0
A/J	f	00068AF558	448	0
A/J	f	00068af64b	526	0
A/J	f	00068AF853	518	0
A/J	f	00068afa4e	793	0
A/J	f	00068AFF87	394	0
A/J	f	00068b032f	669	0
A/J	f	00068b07d0	357	0
A/J	f	00068b0ad0	750	0
A/J	f	00068B0BF3	527	0
A/J	f	00068b10b5	681	0
A/J	f	00068B1801	739	0
A/J	f	00068B1C33	735	0
A/J	f	00068B1CEA	751	0
A/J	f	00068b2059	639	0
A/J	f	00068B206F	619	0
A/J	f	00068b2279	784	0
A/J	f	00068B24B8	694	0
A/J	f	00068b2591	756	0
A/J	f	00068b25b2	623	0
A/J	f	00068B28B8	694	0
A/J	f	00068B28EC	610	0
A/J	f	00068B2C08	694	0
A/J	f	00068CF93C	406	0
A/J	f	00069a0f64	760	0
A/J	f	00069a0f7c	619	0
A/J	f	00069a184f	757	0
A/J	f	00069a1a4c	619	0
A/J	f	00069a1aba	619	0
A/J	f	00069a1cc6	687	0
A/J	f	00069a2293	806	0
A/J	m	97	555	0
A/J	m	98	252	0
A/J	m	99	504	0
A/J	m	100	533	0
A/J	m	101	652	0
A/J	m	102	478	0
A/J	m	103	541	0
A/J	m	104	626	0
A/J	m	105	798	0
A/J	m	106	529	0
A/J	m	107	581	0
A/J	m	108	594	0
A/J	m	109	644	0
A/J	m	00068b0abe	562	0
A/J	m	00068b163a	617	0
A/J	m	00068b169a	763	0
A/J	m	00068b1d42	555	0
A/J	m	00068b1e13	576	1
A/J	m	00068b204d	576	1
A/J	m	00068b21e0	466	0
A/J	m	00068b25a3	623	0
A/J	m	00068ce0db	514	0
A/J	m	00068d0d2e	728	0
A/J	m	00068d207d	700	0
A/J	m	00068d3006	779	0
A/J	m	00068d31e9	681	0
A/J	m	00068d40ad	401	0
A/J	m	00068d4236	861	0
A/J	m	00068d4362	779	0
A/J	m	000699FB70	637	0
A/J	m	00069A19BE	728	0
A/J	m	00069A1BB2	708	0
BALB/cByJ	f	135	724	0
BALB/cByJ	f	136	930	0
BALB/cByJ	f	137	819	0
BALB/cByJ	f	138	819	0
BALB/cByJ	f	139	301	0
BALB/cByJ	f	140	560	0
BALB/cByJ	f	141	638	0
BALB/cByJ	f	142	715	0
BALB/cByJ	f	00068af298	837	0
BALB/cByJ	f	00068af96d	721	0
BALB/cByJ	f	00068afc56	798	0
BALB/cByJ	f	00068afd31	877	0
BALB/cByJ	f	00068afd78	877	0
BALB/cByJ	f	00068B0508	802	0
BALB/cByJ	f	00068b07cd	848	0
BALB/cByJ	f	00068B0A4C	802	0
BALB/cByJ	f	00068B0D22	841	0
BALB/cByJ	f	00068B0E4D	557	0
BALB/cByJ	f	00068b0ff6	729	0
BALB/cByJ	f	00068b10fd	882	0
BALB/cByJ	f	00068b16b9	553	0
BALB/cByJ	f	00068b18a2	757	0
BALB/cByJ	f	00068b1c1a	700	0
BALB/cByJ	f	00068b1c69	757	0
BALB/cByJ	f	00068B1D53	638	0
BALB/cByJ	f	00068b1db8	581	0
BALB/cByJ	f	00068b1e11	906	0
BALB/cByJ	f	00068b1f43	890	0
BALB/cByJ	f	00068b2089	757	0
BALB/cByJ	f	00068B2436	785	0
BALB/cByJ	f	00068B260F	798	0
BALB/cByJ	f	00068B27B1	301	0
BALB/cByJ	m	14	232	0
BALB/cByJ	m	143	345	0
BALB/cByJ	m	144	386	0
BALB/cByJ	m	145	386	0
BALB/cByJ	m	00068af3b4	840	0
BALB/cByJ	m	00068af5bb	707	0
BALB/cByJ	m	00068afc53	533	0
BALB/cByJ	m	00068AFE4B	758	0
BALB/cByJ	m	00068afec4	555	0
BALB/cByJ	m	00068b06c2	406	0
BALB/cByJ	m	00068b09c1	757	0
BALB/cByJ	m	00068b0b59	664	0
BALB/cByJ	m	00068b0cae	527	0
BALB/cByJ	m	00068b0ed7	624	0
BALB/cByJ	m	00068b0fa8	975	0
BALB/cByJ	m	00068b1663	936	0
BALB/cByJ	m	00068B177C	714	0
BALB/cByJ	m	00068b23a7	504	0
BALB/cByJ	m	00068B28B7	939	0
BALB/cByJ	m	00068CD521	469	0
BALB/cByJ	m	00068cdc89	895	0
BALB/cByJ	m	00068CF5B6	753	0
BALB/cByJ	m	00068cff7b	925	0
BALB/cByJ	m	00068D0C55	701	0
BALB/cByJ	m	00068D0CF3	512	0
BALB/cByJ	m	00068D2C59	758	0
BALB/cByJ	m	00068D4C4D	427	0
BALB/cByJ	m	00069a03ca	889	0
BALB/cByJ	m	00069a1d61	767	0
BALB/cByJ	m	00069a1eb8	889	0
BALB/cByJ	m	00069a3047	721	0
BALB/cByJ	m	0068b29d2	763	0
BTBR T+ tf/J	f	146	232	0
BTBR T+ tf/J	f	147	567	0
BTBR T+ tf/J	f	148	647	0
BTBR T+ tf/J	f	149	479	0
BTBR T+ tf/J	f	150	567	0
BTBR T+ tf/J	f	151	638	0
BTBR T+ tf/J	f	152	595	0
BTBR T+ tf/J	f	153	617	0
BTBR T+ tf/J	f	154	631	0
BTBR T+ tf/J	f	155	668	0
BTBR T+ tf/J	f	156	217	0
BTBR T+ tf/J	f	157	581	0
BTBR T+ tf/J	f	158	611	0
BTBR T+ tf/J	f	159	658	0
BTBR T+ tf/J	f	00068af450	547	0
BTBR T+ tf/J	f	00068afc75	597	0
BTBR T+ tf/J	f	00068afceb	310	0
BTBR T+ tf/J	f	00068afe43	877	0
BTBR T+ tf/J	f	00068b0285	666	0
BTBR T+ tf/J	f	00068b04db	610	0
BTBR T+ tf/J	f	00068b0528	536	0
BTBR T+ tf/J	f	00068b0c00	693	0
BTBR T+ tf/J	f	00068b1031	530	0
BTBR T+ tf/J	f	00068b1279	448	0
BTBR T+ tf/J	f	00068b1da8	486	0
BTBR T+ tf/J	f	00068b25ea	687	0
BTBR T+ tf/J	f	00068b263e	697	0
BTBR T+ tf/J	f	00068b2737	596	0
BTBR T+ tf/J	f	00068b27b6	476	0
BTBR T+ tf/J	f	00068d1f90	644	0
BTBR T+ tf/J	f	00069a0354	707	0
BTBR T+ tf/J	f	00069a308c	739	0
BTBR T+ tf/J	m	160	400	0
BTBR T+ tf/J	m	161	538	0
BTBR T+ tf/J	m	162	420	0
BTBR T+ tf/J	m	163	587	0
BTBR T+ tf/J	m	164	805	0
BTBR T+ tf/J	m	165	822	0
BTBR T+ tf/J	m	166	373	0
BTBR T+ tf/J	m	167	437	0
BTBR T+ tf/J	m	168	560	0
BTBR T+ tf/J	m	169	679	0
BTBR T+ tf/J	m	170	456	0
BTBR T+ tf/J	m	171	533	0
BTBR T+ tf/J	m	172	694	0
BTBR T+ tf/J	m	173	700	0
BTBR T+ tf/J	m	00068af4a5	435	0
BTBR T+ tf/J	m	00068af643	530	0
BTBR T+ tf/J	m	00068af68e	444	0
BTBR T+ tf/J	m	00068afa3b	575	0
BTBR T+ tf/J	m	00068afe83	413	0
BTBR T+ tf/J	m	00068b048f	715	0
BTBR T+ tf/J	m	00068b0606	736	0
BTBR T+ tf/J	m	00068b07f2	350	0
BTBR T+ tf/J	m	00068b0df5	847	0
BTBR T+ tf/J	m	00068b118f	598	0
BTBR T+ tf/J	m	00068b1432	498	0
BTBR T+ tf/J	m	00068b1486	672	0
BTBR T+ tf/J	m	00068b1986	393	0
BTBR T+ tf/J	m	00068b1b18	742	0
BTBR T+ tf/J	m	00068b1e2c	828	0
BTBR T+ tf/J	m	00068b2373	555	0
BTBR T+ tf/J	m	00069a16a4	728	0
BTBR T+ tf/J	m	00069a20db	889	0
BUB/BnJ	f	174	328	0
BUB/BnJ	f	175	343	0
BUB/BnJ	f	176	266	0
BUB/BnJ	f	177	357	0
BUB/BnJ	f	178	523	0
BUB/BnJ	f	179	670	0
BUB/BnJ	f	180	279	0
BUB/BnJ	f	000666d252	635	0
BUB/BnJ	f	00068afa84	216	1
BUB/BnJ	f	00068afc65	538	0
BUB/BnJ	f	00068b0413	212	1
BUB/BnJ	f	00068b05ac	212	1
BUB/BnJ	f	00068B0861	818	0
BUB/BnJ	f	00068b08a0	216	1
BUB/BnJ	f	00068b08b0	495	0
BUB/BnJ	f	00068b0c1e	678	0
BUB/BnJ	f	00068b1350	628	0
BUB/BnJ	f	00068b1620	551	0
BUB/BnJ	f	00068b186e	216	1
BUB/BnJ	f	00068b1907	216	1
BUB/BnJ	f	00068b1e14	216	1
BUB/BnJ	f	00068b226a	904	0
BUB/BnJ	f	00068b2965	212	1
BUB/BnJ	f	00068B2B1D	457	0
BUB/BnJ	f	00068cd85c	621	0
BUB/BnJ	f	00068ce425	810	0
BUB/BnJ	f	00068cf827	867	0
BUB/BnJ	f	00069a0bf2	726	0
BUB/BnJ	f	00069a1aa3	1034	0
BUB/BnJ	f	00069a2655	965	0
BUB/BnJ	f	00069a2a4e	722	0
BUB/BnJ	f	000B6B05DB	455	0
BUB/BnJ	m	15	270	1
BUB/BnJ	m	16	128	1
BUB/BnJ	m	17	128	1
BUB/BnJ	m	18	133	1
BUB/BnJ	m	19	270	1
BUB/BnJ	m	181	354	0
BUB/BnJ	m	182	354	0
BUB/BnJ	m	183	301	0
BUB/BnJ	m	184	341	0
BUB/BnJ	m	185	383	0
BUB/BnJ	m	186	287	0
BUB/BnJ	m	187	493	0
BUB/BnJ	m	188	128	1
BUB/BnJ	m	00068AF246	874	0
BUB/BnJ	m	00068AF767	875	0
BUB/BnJ	m	00068AFCC3	366	1
BUB/BnJ	m	00068b0187	447	0
BUB/BnJ	m	00068B0CD2	260	0
BUB/BnJ	m	00068b0d9b	888	0
BUB/BnJ	m	00068b106a	307	0
BUB/BnJ	m	00068B1EC2	266	1
BUB/BnJ	m	00068b250c	366	0
BUB/BnJ	m	00068b2b45	889	0
BUB/BnJ	m	00068ce47b	693	0
BUB/BnJ	m	00069a0931	426	0
BUB/BnJ	m	00069a1427	768	0
BUB/BnJ	m	00069a18cf	873	0
BUB/BnJ	m	00069a1ae9	693	0
BUB/BnJ	m	00069a1dbc	855	0
BUB/BnJ	m	00069a201b	1020	0
BUB/BnJ	m	00069a24e6	889	0
BUB/BnJ	m	00069a2645	608	0
C3H/HeJ	f	189	532	0
C3H/HeJ	f	190	585	0
C3H/HeJ	f	191	836	0
C3H/HeJ	f	192	616	0
C3H/HeJ	f	193	683	0
C3H/HeJ	f	194	820	0
C3H/HeJ	f	195	861	0
C3H/HeJ	f	00068af477	815	0
C3H/HeJ	f	00068af4c4	582	0
C3H/HeJ	f	00068afada	595	0
C3H/HeJ	f	00068b0130	876	0
C3H/HeJ	f	00068b0291	800	0
C3H/HeJ	f	00068b0303	548	0
C3H/HeJ	f	00068b0417	795	0
C3H/HeJ	f	00068b0615	557	1
C3H/HeJ	f	00068b0843	795	0
C3H/HeJ	f	00068b09be	694	0
C3H/HeJ	f	00068b09e6	701	0
C3H/HeJ	f	00068b0b7c	659	0
C3H/HeJ	f	00068b0c7c	854	0
C3H/HeJ	f	00068b1241	575	1
C3H/HeJ	f	00068b12c0	813	0
C3H/HeJ	f	00068b143d	835	0
C3H/HeJ	f	00068b14b1	701	0
C3H/HeJ	f	00068b17fe	555	1
C3H/HeJ	f	00068b1e00	777	0
C3H/HeJ	f	00068b1ed4	801	0
C3H/HeJ	f	00068b1eed	777	0
C3H/HeJ	f	00068b20cd	833	0
C3H/HeJ	f	00068b225d	622	0
C3H/HeJ	f	00068b2917	323	0
C3H/HeJ	f	00068b298d	869	0
C3H/HeJ	m	20	749	0
C3H/HeJ	m	21	857	0
C3H/HeJ	m	22	885	0
C3H/HeJ	m	23	966	0
C3H/HeJ	m	00068af01d	381	0
C3H/HeJ	m	00068af497	609	0
C3H/HeJ	m	00068af663	802	0
C3H/HeJ	m	00068af725	847	0
C3H/HeJ	m	00068af910	623	0
C3H/HeJ	m	00068afa5c	729	0
C3H/HeJ	m	00068afaeb	889	0
C3H/HeJ	m	00068afc39	711	0
C3H/HeJ	m	00068afc84	455	0
C3H/HeJ	m	00068b0272	820	0
C3H/HeJ	m	00068b04ac	833	0
C3H/HeJ	m	00068b0593	890	0
C3H/HeJ	m	00068b076e	619	0
C3H/HeJ	m	00068b089b	714	0
C3H/HeJ	m	00068b09b0	834	0
C3H/HeJ	m	00068b0cb9	694	0
C3H/HeJ	m	00068b1521	630	0
C3H/HeJ	m	00068b1a2f	602	0
C3H/HeJ	m	00068b1b79	701	0
C3H/HeJ	m	00068b23ce	820	0
C3H/HeJ	m	00068CEBDA	693	0
C3H/HeJ	m	00068CED4E	595	0
C3H/HeJ	m	00068CF17E	455	0
C3H/HeJ	m	00068CF8A3	878	0
C3H/HeJ	m	00068CFCC0	780	0
C3H/HeJ	m	00068D18C5	518	0
C3H/HeJ	m	00068D1E76	687	0
C3H/HeJ	m	00068D47E4	728	0
C57BL/10J	f	00068AF188	1182	0
C57BL/10J	f	00068AF559	574	0
C57BL/10J	f	00068af8d1	1056	0
C57BL/10J	f	00068AF8F8	804	0
C57BL/10J	f	00068AF9A3	1125	0
C57BL/10J	f	00068AF9BD	811	0
C57BL/10J	f	00068AFCD5	973	0
C57BL/10J	f	00068afeb2	671	0
C57BL/10J	f	00068B01C0	1202	0
C57BL/10J	f	00068B0532	692	0
C57BL/10J	f	00068B06DD	1010	0
C57BL/10J	f	00068B080C	567	0
C57BL/10J	f	00068B08B5	888	0
C57BL/10J	f	00068b0e8f	588	0
C57BL/10J	f	00068B0F1A	692	0
C57BL/10J	f	00068b0f47	635	0
C57BL/10J	f	00068B0FB0	1097	0
C57BL/10J	f	00068B1245	399	0
C57BL/10J	f	00068B1530	1035	0
C57BL/10J	f	00068b1698	764	0
C57BL/10J	f	00068b19f5	300	0
C57BL/10J	f	00068b1f04	902	0
C57BL/10J	f	00068B22E9	1159	0
C57BL/10J	f	00068B2A40	906	0
C57BL/10J	f	00068B2B7A	905	0
C57BL/10J	f	00068CD5FD	560	0
C57BL/10J	f	00068CD932	908	0
C57BL/10J	f	00068CF9DF	975	0
C57BL/10J	f	00068D0695	888	0
C57BL/10J	f	00068D11F8	798	0
C57BL/10J	f	00068D2DFE	544	0
C57BL/10J	f	00068D4378	902	0
C57BL/10J	m	196	266	0
C57BL/10J	m	197	818	0
C57BL/10J	m	198	852	0
C57BL/10J	m	199	278	0
C57BL/10J	m	200	898	0
C57BL/10J	m	201	936	0
C57BL/10J	m	202	195	1
C57BL/10J	m	203	192	1
C57BL/10J	m	00068af117	868	0
C57BL/10J	m	00068af118	887	0
C57BL/10J	m	00068afdff	771	1
C57BL/10J	m	00068b003c	733	0
C57BL/10J	m	00068b003f	771	1
C57BL/10J	m	00068b0360	741	0
C57BL/10J	m	00068b062a	770	0
C57BL/10J	m	00068b0959	785	0
C57BL/10J	m	00068b0a11	824	0
C57BL/10J	m	00068b0c68	727	0
C57BL/10J	m	00068b0e8a	750	1
C57BL/10J	m	00068b0f3b	677	0
C57BL/10J	m	00068b11c6	568	1
C57BL/10J	m	00068b129c	369	0
C57BL/10J	m	00068b1583	849	0
C57BL/10J	m	00068b194b	750	1
C57BL/10J	m	00068b1a3b	852	0
C57BL/10J	m	00068b1c23	642	0
C57BL/10J	m	00068b2027	825	0
C57BL/10J	m	00068b2120	671	0
C57BL/10J	m	00068b21b9	917	0
C57BL/10J	m	00068b2611	792	0
C57BL/10J	m	00068b26bc	744	0
C57BL/10J	m	00068b2733	733	0
C57BL/6J	f	24	333	1
C57BL/6J	f	25	475	1
C57BL/6J	f	26	391	1
C57BL/6J	f	204	272	0
C57BL/6J	f	205	1049	0
C57BL/6J	f	206	795	0
C57BL/6J	f	207	859	0
C57BL/6J	f	208	999	0
C57BL/6J	f	00068AF373	727	0
C57BL/6J	f	00068afd43	1034	0
C57BL/6J	f	00068b0104	748	0
C57BL/6J	f	00068b053c	566	0
C57BL/6J	f	00068b05ca	1049	0
C57BL/6J	f	00068b0bb4	866	0
C57BL/6J	f	00068b0d6b	908	0
C57BL/6J	f	00068b0eca	866	0
C57BL/6J	f	00068b0f28	922	0
C57BL/6J	f	00068b159b	782	0
C57BL/6J	f	00068b1762	952	0
C57BL/6J	f	00068b1818	1020	0
C57BL/6J	f	00068b1b4f	776	0
C57BL/6J	f	00068b1de2	999	0
C57BL/6J	f	00068b247f	539	0
C57BL/6J	f	00068b264e	908	0
C57BL/6J	f	00068b26df	772	0
C57BL/6J	f	00068b2752	1049	0
C57BL/6J	f	00068b2797	852	0
C57BL/6J	f	00068b2aa4	838	0
C57BL/6J	f	00068cf32a	1180	0
C57BL/6J	f	00068cfcc8	999	0
C57BL/6J	f	00068d0566	790	0
C57BL/6J	f	00068d2c22	699	0
C57BL/6J	m	209	706	0
C57BL/6J	m	210	838	0
C57BL/6J	m	211	973	0
C57BL/6J	m	212	1037	0
C57BL/6J	m	213	897	0
C57BL/6J	m	214	901	0
C57BL/6J	m	215	901	0
C57BL/6J	m	216	901	0
C57BL/6J	m	00068af0ee	895	0
C57BL/6J	m	00068af61c	922	0
C57BL/6J	m	00068AFCAF	945	0
C57BL/6J	m	00068AFFBC	1052	0
C57BL/6J	m	00068b00e5	909	0
C57BL/6J	m	00068b06f9	922	0
C57BL/6J	m	00068B0729	1049	0
C57BL/6J	m	00068B08C8	971	0
C57BL/6J	m	00068B108C	1140	0
C57BL/6J	m	00068B11BF	741	0
C57BL/6J	m	00068B14B2	1059	0
C57BL/6J	m	00068b154d	1027	0
C57BL/6J	m	00068B1892	922	0
C57BL/6J	m	00068b2292	712	0
C57BL/6J	m	00068b2371	733	0
C57BL/6J	m	00068b257c	736	0
C57BL/6J	m	00068ceded	859	0
C57BL/6J	m	00068d0a0d	826	0
C57BL/6J	m	00069a0372	859	0
C57BL/6J	m	00069a046c	761	0
C57BL/6J	m	00069a060e	929	0
C57BL/6J	m	00069a0ca4	706	0
C57BL/6J	m	00069a224d	929	0
C57BL/6J	m	00069a2aba	859	0
C57BLKS/J	f	217	523	0
C57BLKS/J	f	218	545	0
C57BLKS/J	f	219	677	0
C57BLKS/J	f	220	713	0
C57BLKS/J	f	221	672	0
C57BLKS/J	f	222	987	0
C57BLKS/J	f	223	518	0
C57BLKS/J	f	224	272	0
C57BLKS/J	f	225	312	0
C57BLKS/J	f	00068af089	754	0
C57BLKS/J	f	00068af285	888	0
C57BLKS/J	f	00068af4ff	853	0
C57BLKS/J	f	00068afab3	873	0
C57BLKS/J	f	00068afe86	867	0
C57BLKS/J	f	00068b0352	926	0
C57BLKS/J	f	00068B036F	301	0
C57BLKS/J	f	00068B0724	915	0
C57BLKS/J	f	00068b0d03	924	0
C57BLKS/J	f	00068B0F9C	833	0
C57BLKS/J	f	00068B1157	916	0
C57BLKS/J	f	00068B1881	279	0
C57BLKS/J	f	00068b2071	593	0
C57BLKS/J	f	00068b2582	888	0
C57BLKS/J	f	00068B27EF	867	0
C57BLKS/J	f	00068D3533	826	0
C57BLKS/J	f	00068D4258	917	0
C57BLKS/J	f	00069a0352	860	0
C57BLKS/J	f	00069a0555	869	0
C57BLKS/J	f	00069a0965	853	0
C57BLKS/J	f	00069a1990	980	0
C57BLKS/J	f	00069a2045	574	0
C57BLKS/J	f	00069a29ee	874	0
C57BLKS/J	m	226	378	0
C57BLKS/J	m	227	762	0
C57BLKS/J	m	228	891	0
C57BLKS/J	m	229	891	0
C57BLKS/J	m	230	747	0
C57BLKS/J	m	231	770	0
C57BLKS/J	m	232	810	0
C57BLKS/J	m	233	812	0
C57BLKS/J	m	234	663	0
C57BLKS/J	m	235	770	0
C57BLKS/J	m	236	860	0
C57BLKS/J	m	237	938	0
C57BLKS/J	m	238	742	0
C57BLKS/J	m	239	784	0
C57BLKS/J	m	240	863	0
C57BLKS/J	m	241	874	0
C57BLKS/J	m	00068af5e3	1006	0
C57BLKS/J	m	00068b0674	889	0
C57BLKS/J	m	00068b08f2	971	0
C57BLKS/J	m	00068b091e	105	1
C57BLKS/J	m	00068b0e87	798	0
C57BLKS/J	m	00068b148a	764	0
C57BLKS/J	m	00068b155d	964	0
C57BLKS/J	m	00068b1839	1076	0
C57BLKS/J	m	00068b1ce0	936	0
C57BLKS/J	m	00068b1df0	932	0
C57BLKS/J	m	00068b21fa	826	0
C57BLKS/J	m	00068b220b	812	0
C57BLKS/J	m	00068b245e	944	0
C57BLKS/J	m	00068b252b	811	0
C57BLKS/J	m	00068b2580	819	0
C57BLKS/J	m	00068b27bb	881	0
C57BR/cdJ	f	242	321	0
C57BR/cdJ	f	243	321	0
C57BR/cdJ	f	244	940	0
C57BR/cdJ	f	245	792	0
C57BR/cdJ	f	246	805	0
C57BR/cdJ	f	247	912	0
C57BR/cdJ	f	248	981	0
C57BR/cdJ	f	249	301	0
C57BR/cdJ	f	00068af129	861	0
C57BR/cdJ	f	00068af8b7	890	0
C57BR/cdJ	f	00068af93e	848	0
C57BR/cdJ	f	00068af98d	374	0
C57BR/cdJ	f	00068af9af	983	0
C57BR/cdJ	f	00068afb88	869	0
C57BR/cdJ	f	00068afd6a	792	0
C57BR/cdJ	f	00068afe3f	704	0
C57BR/cdJ	f	00068b03e0	1025	0
C57BR/cdJ	f	00068b09c0	842	0
C57BR/cdJ	f	00068b0ea4	987	0
C57BR/cdJ	f	00068b19ca	757	0
C57BR/cdJ	f	00068b1b6b	897	0
C57BR/cdJ	f	00068b216d	899	0
C57BR/cdJ	f	00068b2624	875	0
C57BR/cdJ	f	00068cd417	877	0
C57BR/cdJ	f	00068CDAD3	905	0
C57BR/cdJ	f	00068cdbde	980	0
C57BR/cdJ	f	00068ce096	980	0
C57BR/cdJ	f	00068cf456	582	0
C57BR/cdJ	f	00068D05A7	933	0
C57BR/cdJ	f	00068d09fa	905	0
C57BR/cdJ	f	00068D190B	918	0
C57BR/cdJ	f	00068D46BB	732	0
C57BR/cdJ	m	250	642	0
C57BR/cdJ	m	251	754	0
C57BR/cdJ	m	252	846	0
C57BR/cdJ	m	253	867	0
C57BR/cdJ	m	254	777	0
C57BR/cdJ	m	255	943	0
C57BR/cdJ	m	256	943	0
C57BR/cdJ	m	257	943	0
C57BR/cdJ	m	258	540	0
C57BR/cdJ	m	259	660	0
C57BR/cdJ	m	260	728	0
C57BR/cdJ	m	261	849	0
C57BR/cdJ	m	262	716	0
C57BR/cdJ	m	263	984	0
C57BR/cdJ	m	264	995	0
C57BR/cdJ	m	265	1081	0
C57BR/cdJ	m	00068af200	865	0
C57BR/cdJ	m	00068afebd	905	0
C57BR/cdJ	m	00068afffd	865	0
C57BR/cdJ	m	00068b0152	527	0
C57BR/cdJ	m	00068b086c	659	0
C57BR/cdJ	m	00068B0BFC	842	0
C57BR/cdJ	m	00068b14ab	1011	0
C57BR/cdJ	m	00068b2080	933	0
C57BR/cdJ	m	00068b2a55	737	0
C57BR/cdJ	m	00068CD9D8	946	0
C57BR/cdJ	m	00068CDB50	820	0
C57BR/cdJ	m	00068CED44	907	0
C57BR/cdJ	m	00068CEF78	834	0
C57BR/cdJ	m	00068CFA66	848	0
C57BR/cdJ	m	00068D0331	681	0
C57BR/cdJ	m	00068D1DA1	933	0
C57L/J	f	266	355	0
C57L/J	f	267	650	0
C57L/J	f	268	721	0
C57L/J	f	269	735	0
C57L/J	f	270	742	0
C57L/J	f	271	721	0
C57L/J	f	272	755	0
C57L/J	f	273	784	0
C57L/J	f	274	834	0
C57L/J	f	00068AFDB4	735	0
C57L/J	f	00068B074E	743	0
C57L/J	f	00068c1701	700	0
C57L/J	f	00068cd5e6	791	0
C57L/J	f	00068cd9e4	686	0
C57L/J	f	00068cdab1	700	0
C57L/J	f	00068cddcf	714	0
C57L/J	f	00068cdf11	728	0
C57L/J	f	00068cdf36	737	0
C57L/J	f	00068CDFDB	643	0
C57L/J	f	00068ce3ac	733	0
C57L/J	f	00068ceadc	791	0
C57L/J	f	00068CEB08	735	0
C57L/J	f	00068CED3E	744	0
C57L/J	f	00068CF2B6	744	0
C57L/J	f	00068cfa29	721	0
C57L/J	f	00068CFB04	693	0
C57L/J	f	00068cfca9	658	0
C57L/J	f	00068cfea3	707	0
C57L/J	f	00068d0699	714	0
C57L/J	f	00068D14A6	782	0
C57L/J	f	00068d27b5	602	0
C57L/J	f	00068e41fc	706	0
C57L/J	m	275	658	0
C57L/J	m	276	763	0
C57L/J	m	277	806	0
C57L/J	m	278	839	0
C57L/J	m	279	728	0
C57L/J	m	280	728	0
C57L/J	m	281	763	0
C57L/J	m	282	775	0
C57L/J	m	00068afd5b	686	0
C57L/J	m	00068afe98	736	0
C57L/J	m	00068b0ab6	644	0
C57L/J	m	00068b2137	477	0
C57L/J	m	00068b279d	749	0
C57L/J	m	00068cd81a	658	0
C57L/J	m	00068cd8d0	812	0
C57L/J	m	00068cdab0	723	0
C57L/J	m	00068ce08c	784	0
C57L/J	m	00068ce442	745	0
C57L/J	m	00068ce506	582	0
C57L/J	m	00068ce64f	538	0
C57L/J	m	00068cebdd	559	0
C57L/J	m	00068cef7f	768	0
C57L/J	m	00068cf428	783	0
C57L/J	m	00068cf6ec	433	0
C57L/J	m	00068cf9f3	602	0
